id,player_type_id,player_type_name,sample_index,type,label_target,preference_signal,preference_score,rating,game_title,igdb_game_id,igdb_lookup_query,igdb_slug,igdb_source_url,igdb_match_status,game_platform,primary_genres,play_modes,title,content,preference_keywords,avoidance_keywords,notes_for_model,source,generated_at
multiplayer_social-001,multiplayer_social,멀티플레이 선호 플레이어,1,JOURNAL,positive_preference,LIKE,0.78,,Valorant,,Valorant,valorant,https://www.igdb.com/games/valorant,slug_hint_only,PC,Shooter|Tactical,Multiplayer,저널 - Valorant: 내 취향을 또렷하게 보여준 기록,"오늘 플레이한 게임은 Valorant이다. 에이전트 조합과 라운드 콜이 승패를 크게 바꾼다는 점이 특히 기억에 남았고, 팀 콜, 역할 분담, 실시간 판단이 결과로 이어지는 경험을 좋아한다는 사실을 다시 확인했다.",MULTIPLAYER|COOP|PVP|TEAMPLAY|VOICE_COMMS|META_MASTERY|TACTICAL_SHOOTER|RANKED,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
multiplayer_social-002,multiplayer_social,멀티플레이 선호 플레이어,2,REVIEW,positive_preference,LIKE,0.84,4.5,Counter-Strike 2,,Counter-Strike 2,counter-strike-2,https://www.igdb.com/games/counter-strike-2,slug_hint_only,PC,Shooter,Multiplayer,리뷰 - Counter-Strike 2에서 찾은 오래 붙잡을 이유,"Counter-Strike 2을 플레이하는 동안 급하게 몰아치는 느낌보다 스스로 목표를 정하는 감각이 컸다. 경제 관리와 투척물 약속이 팀 실력으로 드러난다는 점 때문에 다시 켜고 싶은 마음이 생겼고, MULTIPLAYER, COOP, PVP 성향을 잘 설명한다.",MULTIPLAYER|COOP|PVP|TEAMPLAY|VOICE_COMMS|META_MASTERY|TACTICAL_SHOOTER|PRECISION,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
multiplayer_social-003,multiplayer_social,멀티플레이 선호 플레이어,3,REVIEW,positive_preference,LIKE,0.9,4.8,League of Legends,,League of Legends,league-of-legends,https://www.igdb.com/games/league-of-legends,slug_hint_only,PC,MOBA|Strategy,Multiplayer,리뷰 - League of Legends은 멀티플레이 선호 플레이어에게 잘 맞았다,"완성도보다 더 중요하게 느껴진 것은 플레이 리듬이었다. League of Legends은 라인전과 오브젝트 판단이 팀 흐름을 만든다는 구조 덕분에 오래 붙잡기 쉬웠고, 내 선호 장르를 설명하는 대표 사례에 가깝다.",MULTIPLAYER|COOP|PVP|TEAMPLAY|VOICE_COMMS|META_MASTERY|MOBA,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
multiplayer_social-004,multiplayer_social,멀티플레이 선호 플레이어,4,JOURNAL,positive_preference,LIKE,0.95,,Dota 2,,Dota 2,dota-2,https://www.igdb.com/games/dota-2,slug_hint_only,PC,MOBA|Strategy,Multiplayer,저널 - Dota 2: 내 취향을 또렷하게 보여준 기록,"오늘 플레이한 게임은 Dota 2이다. 영웅 조합과 아이템 선택이 매 판 다르게 작동한다는 점이 특히 기억에 남았고, 팀 콜, 역할 분담, 실시간 판단이 결과로 이어지는 경험을 좋아한다는 사실을 다시 확인했다.",MULTIPLAYER|COOP|PVP|TEAMPLAY|VOICE_COMMS|META_MASTERY|MOBA|DEEP_META|TEAM_STRATEGY,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
multiplayer_social-005,multiplayer_social,멀티플레이 선호 플레이어,5,REVIEW,positive_preference,LIKE,0.78,4.2,Overwatch 2,,Overwatch 2,overwatch-2,https://www.igdb.com/games/overwatch-2,slug_hint_only,PC,Shooter,Multiplayer,리뷰 - Overwatch 2에서 찾은 오래 붙잡을 이유,"Overwatch 2을 플레이하는 동안 급하게 몰아치는 느낌보다 스스로 목표를 정하는 감각이 컸다. 역할 전환과 궁극기 연계가 팀 하이라이트를 만든다는 점 때문에 다시 켜고 싶은 마음이 생겼고, MULTIPLAYER, COOP, PVP 성향을 잘 설명한다.",MULTIPLAYER|COOP|PVP|TEAMPLAY|VOICE_COMMS|META_MASTERY|HERO_SHOOTER|TEAMFIGHT|ROLE_QUEUE,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
multiplayer_social-006,multiplayer_social,멀티플레이 선호 플레이어,6,REVIEW,positive_preference,LIKE,0.84,4.5,Apex Legends,,Apex Legends,apex-legends,https://www.igdb.com/games/apex-legends,slug_hint_only,PC,Shooter,Multiplayer,리뷰 - Apex Legends은 멀티플레이 선호 플레이어에게 잘 맞았다,"완성도보다 더 중요하게 느껴진 것은 플레이 리듬이었다. Apex Legends은 이동, 핑, 교전 판단이 스쿼드 호흡으로 이어진다는 구조 덕분에 오래 붙잡기 쉬웠고, 내 선호 장르를 설명하는 대표 사례에 가깝다.",MULTIPLAYER|COOP|PVP|TEAMPLAY|VOICE_COMMS|META_MASTERY|BATTLE_ROYALE|SQUAD|MOVEMENT,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
multiplayer_social-007,multiplayer_social,멀티플레이 선호 플레이어,7,JOURNAL,positive_preference,LIKE,0.9,,Fortnite,,Fortnite,fortnite,https://www.igdb.com/games/fortnite,slug_hint_only,PC,Shooter,Multiplayer,저널 - Fortnite: 내 취향을 또렷하게 보여준 기록,"오늘 플레이한 게임은 Fortnite이다. 친구와 시즌 퀘스트를 밀며 가볍게 복귀하기 좋다는 점이 특히 기억에 남았고, 팀 콜, 역할 분담, 실시간 판단이 결과로 이어지는 경험을 좋아한다는 사실을 다시 확인했다.",MULTIPLAYER|COOP|PVP|TEAMPLAY|VOICE_COMMS|META_MASTERY|BATTLE_ROYALE|SOCIAL_PLAY|SEASONAL,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
multiplayer_social-008,multiplayer_social,멀티플레이 선호 플레이어,8,REVIEW,positive_preference,LIKE,0.95,5,PUBG: Battlegrounds,,PUBG: Battlegrounds,pubg-battlegrounds,https://www.igdb.com/games/pubg-battlegrounds,slug_hint_only,PC,Shooter,Multiplayer,리뷰 - PUBG: Battlegrounds에서 찾은 오래 붙잡을 이유,"PUBG: Battlegrounds을 플레이하는 동안 급하게 몰아치는 느낌보다 스스로 목표를 정하는 감각이 컸다. 긴장감 있는 파밍과 포지션 콜이 스쿼드 플레이를 살린다는 점 때문에 다시 켜고 싶은 마음이 생겼고, MULTIPLAYER, COOP, PVP 성향을 잘 설명한다.",MULTIPLAYER|COOP|PVP|TEAMPLAY|VOICE_COMMS|META_MASTERY|BATTLE_ROYALE|TACTICAL|SQUAD,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
multiplayer_social-009,multiplayer_social,멀티플레이 선호 플레이어,9,REVIEW,positive_preference,LIKE,0.78,4.2,Rocket League,,Rocket League,rocket-league,https://www.igdb.com/games/rocket-league,slug_hint_only,PC,Sport|Racing,Multiplayer,리뷰 - Rocket League은 멀티플레이 선호 플레이어에게 잘 맞았다,"완성도보다 더 중요하게 느껴진 것은 플레이 리듬이었다. Rocket League은 짧은 경기마다 팀 합과 개인 기술을 바로 확인한다는 구조 덕분에 오래 붙잡기 쉬웠고, 내 선호 장르를 설명하는 대표 사례에 가깝다.",MULTIPLAYER|COOP|PVP|TEAMPLAY|VOICE_COMMS|META_MASTERY|COMPETITIVE|SHORT_MATCH|SKILL_CEILING,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
multiplayer_social-010,multiplayer_social,멀티플레이 선호 플레이어,10,JOURNAL,positive_preference,LIKE,0.84,,Tom Clancy's Rainbow Six Siege,,Tom Clancy's Rainbow Six Siege,tom-clancys-rainbow-six-siege,https://www.igdb.com/games/tom-clancys-rainbow-six-siege,slug_hint_only,PC,Shooter|Tactical,Multiplayer,저널 - Tom Clancy's Rainbow Six Siege: 내 취향을 또렷하게 보여준 기록,"오늘 플레이한 게임은 Tom Clancy's Rainbow Six Siege이다. 정보전과 진입 타이밍이 팀 전략을 강하게 만든다는 점이 특히 기억에 남았고, 팀 콜, 역할 분담, 실시간 판단이 결과로 이어지는 경험을 좋아한다는 사실을 다시 확인했다.",MULTIPLAYER|COOP|PVP|TEAMPLAY|VOICE_COMMS|META_MASTERY|TACTICAL_SHOOTER|TEAM_STRATEGY|INFORMATION,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
multiplayer_social-011,multiplayer_social,멀티플레이 선호 플레이어,11,REVIEW,positive_preference,LIKE,0.9,4.8,Helldivers 2,,Helldivers 2,helldivers-2,https://www.igdb.com/games/helldivers-2,slug_hint_only,PC,Shooter,Co-op|Multiplayer,리뷰 - Helldivers 2에서 찾은 오래 붙잡을 이유,"Helldivers 2을 플레이하는 동안 급하게 몰아치는 느낌보다 스스로 목표를 정하는 감각이 컸다. 아군 오폭까지 웃음으로 바뀌는 협동 긴장감이 좋다는 점 때문에 다시 켜고 싶은 마음이 생겼고, MULTIPLAYER, COOP, PVP 성향을 잘 설명한다.",MULTIPLAYER|COOP|PVP|TEAMPLAY|VOICE_COMMS|META_MASTERY|PVE|CHAOTIC_TEAMPLAY,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
multiplayer_social-012,multiplayer_social,멀티플레이 선호 플레이어,12,REVIEW,positive_preference,LIKE,0.95,5,Monster Hunter: World,,Monster Hunter: World,monster-hunter-world,https://www.igdb.com/games/monster-hunter-world,slug_hint_only,PC,RPG|Adventure,Single player|Co-op,리뷰 - Monster Hunter: World은 멀티플레이 선호 플레이어에게 잘 맞았다,"완성도보다 더 중요하게 느껴진 것은 플레이 리듬이었다. Monster Hunter: World은 파티가 역할을 나눠 대형 몬스터를 쓰러뜨리는 순간이 좋다는 구조 덕분에 오래 붙잡기 쉬웠고, 내 선호 장르를 설명하는 대표 사례에 가깝다.",MULTIPLAYER|COOP|PVP|TEAMPLAY|VOICE_COMMS|META_MASTERY|BOSS_HUNT|GEAR_PROGRESSION,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
multiplayer_social-013,multiplayer_social,멀티플레이 선호 플레이어,13,JOURNAL,positive_preference,LIKE,0.78,,Final Fantasy XIV,,Final Fantasy XIV,final-fantasy-xiv,https://www.igdb.com/games/final-fantasy-xiv,slug_hint_only,PC,RPG,MMO|Multiplayer,저널 - Final Fantasy XIV: 내 취향을 또렷하게 보여준 기록,"오늘 플레이한 게임은 Final Fantasy XIV이다. 레이드 콜과 직업 역할이 커뮤니티 플레이로 이어진다는 점이 특히 기억에 남았고, 팀 콜, 역할 분담, 실시간 판단이 결과로 이어지는 경험을 좋아한다는 사실을 다시 확인했다.",MULTIPLAYER|COOP|PVP|TEAMPLAY|VOICE_COMMS|META_MASTERY|MMORPG|RAID|SOCIAL_PLAY,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
multiplayer_social-014,multiplayer_social,멀티플레이 선호 플레이어,14,REVIEW,positive_preference,LIKE,0.84,4.5,Dead by Daylight,,Dead by Daylight,dead-by-daylight,https://www.igdb.com/games/dead-by-daylight,slug_hint_only,PC,Horror|Strategy,Multiplayer,리뷰 - Dead by Daylight에서 찾은 오래 붙잡을 이유,"Dead by Daylight을 플레이하는 동안 급하게 몰아치는 느낌보다 스스로 목표를 정하는 감각이 컸다. 생존자와 살인마의 심리전이 매 판 다르게 터진다는 점 때문에 다시 켜고 싶은 마음이 생겼고, MULTIPLAYER, COOP, PVP 성향을 잘 설명한다.",MULTIPLAYER|COOP|PVP|TEAMPLAY|VOICE_COMMS|META_MASTERY|ASYMMETRIC_MULTIPLAYER|HORROR|MINDGAME,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
multiplayer_social-015,multiplayer_social,멀티플레이 선호 플레이어,15,REVIEW,positive_preference,LIKE,0.9,4.8,Sea of Thieves,,Sea of Thieves,sea-of-thieves,https://www.igdb.com/games/sea-of-thieves,slug_hint_only,PC,Adventure,Multiplayer,리뷰 - Sea of Thieves은 멀티플레이 선호 플레이어에게 잘 맞았다,"완성도보다 더 중요하게 느껴진 것은 플레이 리듬이었다. Sea of Thieves은 선원 역할과 즉흥 사건이 친구들과 이야기거리를 만든다는 구조 덕분에 오래 붙잡기 쉬웠고, 내 선호 장르를 설명하는 대표 사례에 가깝다.",MULTIPLAYER|COOP|PVP|TEAMPLAY|VOICE_COMMS|META_MASTERY|SANDBOX|SOCIAL_ADVENTURE,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
multiplayer_social-016,multiplayer_social,멀티플레이 선호 플레이어,16,JOURNAL,positive_preference,LIKE,0.95,,Minecraft,,Minecraft,minecraft,https://www.igdb.com/games/minecraft,slug_hint_only,PC,Simulator|Adventure,Single player|Multiplayer,저널 - Minecraft: 내 취향을 또렷하게 보여준 기록,"오늘 플레이한 게임은 Minecraft이다. 서버에서 건축과 탐험을 나누면 오래 가는 공동 목표가 생긴다는 점이 특히 기억에 남았고, 팀 콜, 역할 분담, 실시간 판단이 결과로 이어지는 경험을 좋아한다는 사실을 다시 확인했다.",MULTIPLAYER|COOP|PVP|TEAMPLAY|VOICE_COMMS|META_MASTERY|SANDBOX|COOP_BUILDING|CREATIVE,,이 플레이어 유형의 추천 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
multiplayer_social-017,multiplayer_social,멀티플레이 선호 플레이어,17,REVIEW,negative_preference,DISLIKE,-0.66,1.8,The Witness,,The Witness,the-witness,https://www.igdb.com/games/the-witness,slug_hint_only,PC,Puzzle|Adventure,Single player,리뷰 - The Witness에서 선호 키워드가 약하게 잡혔다,The Witness을 평가하면 완성도와 선호도는 따로 봐야 한다. 퍼즐 설계는 정교하다는 부분은 인정하지만 혼자 조용히 고민하는 구조라 팀 콜의 재미가 없다는 점이 더 크게 다가와 낮은 선호로 남았다.,MULTIPLAYER|COOP|PVP|TEAMPLAY|VOICE_COMMS|META_MASTERY|SINGLE_PLAYER_ONLY|PUZZLE|LOW_SOCIAL_LOOP,SINGLE_PLAYER_ONLY|LOW_SOCIAL_LOOP|SLOW_NARRATIVE|NO_REPLAY_PRESSURE|PUZZLE,이 플레이어 유형의 비추천 또는 낮은 우선순위 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
multiplayer_social-018,multiplayer_social,멀티플레이 선호 플레이어,18,REVIEW,negative_preference,DISLIKE,-0.58,2.2,Firewatch,,Firewatch,firewatch,https://www.igdb.com/games/firewatch,slug_hint_only,PC,Adventure,Single player,리뷰 - Firewatch은 오래 붙잡기 어려웠다,"추천 모델 관점에서 Firewatch은 부정 샘플에 가깝다. 한 번 보고 끝나는 서사형 경험이라 반복 멀티 동기가 약하다는 요소가 내 플레이 동기를 꺾었고, 선호 장르와 감정 리듬이 맞지 않았다.",MULTIPLAYER|COOP|PVP|TEAMPLAY|VOICE_COMMS|META_MASTERY|WALKING_SIM|NARRATIVE|LOW_REPLAYABILITY,SINGLE_PLAYER_ONLY|LOW_SOCIAL_LOOP|SLOW_NARRATIVE|NO_REPLAY_PRESSURE|WALKING_SIM|NARRATIVE|LOW_REPLAYABILITY,이 플레이어 유형의 비추천 또는 낮은 우선순위 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
multiplayer_social-019,multiplayer_social,멀티플레이 선호 플레이어,19,JOURNAL,negative_preference,DISLIKE,-0.72,,Disco Elysium,,Disco Elysium,disco-elysium,https://www.igdb.com/games/disco-elysium,slug_hint_only,PC,RPG|Adventure,Single player,저널 - Disco Elysium은 완성도와 별개로 내 취향 밖이었다,"오늘 Disco Elysium을 시도했지만 금방 피로해졌다. 느린 독서형 진행은 같이 떠들며 하는 취향과 맞지 않는다는 점이 계속 신경 쓰였고, 내가 원하는 플레이 감각과 다르다는 결론이 났다.",MULTIPLAYER|COOP|PVP|TEAMPLAY|VOICE_COMMS|META_MASTERY|SINGLE_PLAYER_ONLY|TEXT_HEAVY|SLOW_NARRATIVE,SINGLE_PLAYER_ONLY|LOW_SOCIAL_LOOP|SLOW_NARRATIVE|NO_REPLAY_PRESSURE|TEXT_HEAVY,이 플레이어 유형의 비추천 또는 낮은 우선순위 후보에 가깝다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
multiplayer_social-020,multiplayer_social,멀티플레이 선호 플레이어,20,REVIEW,mixed_preference,MIXED,0.18,3.2,Euro Truck Simulator 2,,Euro Truck Simulator 2,euro-truck-simulator-2,https://www.igdb.com/games/euro-truck-simulator-2,slug_hint_only,PC,Simulator|Indie,Single player|Multiplayer,리뷰 - Euro Truck Simulator 2은 일부만 내 취향이었다,"Euro Truck Simulator 2에서 재미를 느낀 순간은 있었다. 다만 솔로 배송만 하면 긴장과 경쟁이 부족하다는 점이 반복되면서 내 핵심 취향과 거리가 생겼고, 장르 키워드는 긍정과 주의를 함께 달아야 한다.",MULTIPLAYER|COOP|PVP|TEAMPLAY|VOICE_COMMS|META_MASTERY|DRIVING_SIM|RELAXED_MULTIPLAYER|LOW_PRESSURE,SINGLE_PLAYER_ONLY|LOW_SOCIAL_LOOP|SLOW_NARRATIVE|NO_REPLAY_PRESSURE|DRIVING_SIM|RELAXED_MULTIPLAYER|LOW_PRESSURE,일부 키워드는 맞지만 마찰 요인을 함께 학습해야 한다.,synthetic_original_ko,2026-06-17T00:00:00+09:00
